word_id,words,pron,letter_order,letter,type,meaning
68,後ろ,うしろ,3,う,名,後面；後背
69,嘘,うそ,3,う,名,謊言；錯誤；不合適、不合時宜
70,歌う,うたう,3,う,他五,唱、唱歌；做詩（歌）；鳥兒鳴唱
71,家,うち,3,う,名,房屋；自己的家（庭）
72,内,うち,3,う,名,裡面、內；內心；自己所在的組織或團體；在一定的範圍、區域之內；（時間）以內；處於
73,馬,うま,3,う,名,馬
74,生まれる,うまれる,3,う,自下一,出生、誕生；產生、出現
75,海,うみ,3,う,名,海
76,売る,うる,3,う,他五,賣、出售；沽名、揚名、出賣、背叛；找碴、挑起
77,絵,え,4,え,名,繪畫，畫面
78,映画,えいが,4,え,名,電影
79,英語,えいご,4,え,名,英語
80,駅,えき,4,え,名,車站
81,円,えん,4,え,名,圓形；日元
82,多い,おおい,5,お,形,數量多；次數多、程度深
83,大きい,おおきい,5,お,形,大的、個子高的；數目大；音量大；年長的；成長、長大；（規模等）大；誇大、誇張；顯
84,大きな,おおきな,5,お,連体,大的
85,起きる,おきる,5,お,自上一,起床；不睡；離開病床；起身、站起來；發生、產生
86,置く,おく,5,お,自他五,擺、置；放置；放下、留下、丟下；購入以備出售；設置；任命、雇用；留在家住；寄存、
87,送る,おくる,5,お,他五,郵寄；派遣；送人、送行；弔唁、送別（死者）；渡過；依此傳遞、移動；送；標上假名
88,怒る,おこる,5,お,自五,生氣；訓斥、呵斥
89,お爺さん,おじいさん,5,お,名,爺爺、祖父、外祖父
90,お茶,おちゃ,5,お,名,茶
91,おっしゃる,おっしゃる,5,お,他五,說、稱呼（敬語）
92,夫,おっと,5,お,名,丈夫
93,音,おと,5,お,名,（物體發出的）聲響
94,弟,おとうと,5,お,名,弟弟
95,男,おとこ,5,お,名,男性、男子漢、大丈夫氣質
96,一昨日,おととい,5,お,名,前天
97,大人,おとな,5,お,名,成人
98,踊る,おどる,5,お,自五,跳舞；被操縱
99,同じ,おなじ,5,お,連体，形動,（性質、種類等）相同；一樣的；相等；（用“同じ……なる”的形式表示）反正
100,鬼,おに,5,お,名,鬼怪；窮凶極惡的人
101,覚える,おぼえる,5,お,他下一,記憶；學習、掌握；感覺、感到
102,重い,おもい,5,お,形,重的；沉重的；重要的；（情況、程度等）重大的
103,思い出,おもいで,5,お,名,追憶、懷念
104,思う,おもう,5,お,他五,考慮；懷疑；推測；想像；感覺；期望；牽掛；愛慕；退出
105,面白い,おもしろい,5,お,形,有趣的；可笑的；（用否定的形式表示）情況不妙
106,玩具,おもちゃ,5,お,名,玩具；玩物
107,表,おもて,5,お,名,正面；家的正面；戶外；棒球比賽的前半場；表面
108,親,おや,5,お,名,父母
109,泳ぐ,およぐ,5,お,自五,游泳；踉蹌；栽倒；穿過；處世
110,降りる,おりる,5,お,自上一,（從交通工具中）下來；退位；半道退出；降霜等
111,下りる,おりる,5,お,自上一,降下；批准、發下來上鎖
112,折る,おる,5,お,他五,折；折斷；彎曲
113,終わる,おわる,5,お,自他五,完
114,音楽,おんがく,5,お,名,音樂
115,温度,おんど,5,お,名,溫度
116,女,おんな,5,お,名,女性；情婦；女傭人
117,外国,がいこく,47,が,名,外國
118,会社,かいしゃ,6,か,名,公司
119,階段,かいだん,6,か,名,樓梯
120,買い物,かいもの,6,か,名,買東西、買的東西；買得合算的東西
121,買う,かう,6,か,他五,買；招、招致；惹起；主動承擔；高度評價、賞識
122,返す,かえす,6,か,他五,歸還；回報、回敬；報仇；回禮
123,帰る,かえる,6,か,自五,回來（去）；歸去；（否定形式）死
124,顔,かお,6,か,名,臉、表情
125,鏡,かがみ,6,か,名,鏡子
126,鍵,かぎ,6,か,名,鑰匙；線索、關鍵
127,書く,かく,6,か,他五,寫、畫；寫文章
128,学生,がくせい,47,が,名,學生
129,傘,かさ,6,か,名,傘
130,菓子,かし,6,か,名,點心、糖果
131,貸す,かす,6,か,他五,借款、貸款；出租；幫助、出力
132,数,かず,6,か,名,數目、數
133,風,かぜ,6,か,名,風；架子、派頭
134,風邪,かぜ,6,か,名,感冒
135,数える,かぞえる,6,か,他下一,數數；列舉
136,家族,かぞく,6,か,名,家族
137,肩,かた,6,か,名,肩膀；衣服的肩膀；器物的上方
138,勝つ,かつ,6,か,自五,得勝；勝過、超過
139,学校,がっこう,47,が,名,學校
140,金,かね,6,か,名,金屬；金錢
141,鞄,かばん,6,か,名,包
142,壁,かべ,6,か,名,牆；障礙、障礙物
143,神,かみ,6,か,名,神
144,紙,かみ,6,か,名,紙；劃拳時的紙
145,髪,かみ,6,か,名,頭髮；髮型
146,雷,かみなり,6,か,名,雷
147,通う,かよう,6,か,自五,上班、走讀；交通工具往來；通往；心意相通；相似、相通
148,体,からだ,6,か,名,身體；身體狀況
149,借りる,かりる,6,か,他上一,借錢、東西等；借助
150,彼,かれ,6,か,名，代,他；情人（丈夫）
151,川，河,かわ,6,か,名,河、河流
152,皮，革,かわ,6,か,名,皮、表皮、皮革
153,缶,かん,6,か,名,（金屬）筒、罐、罐頭
154,考える,かんがえる,6,か,他下一,思考；深思熟慮；考慮；反省；精神準備、早做準備；決心；預見；想像；設法
155,漢字,かんじ,6,か,名,漢字
156,木,き,7,き,名,樹、木材
157,気,き,7,き,名,空氣；氣氛；風味、味道；意志；心情；意識；（用“……する気”的形式表示）準備做；
158,黄色,きいろ,7,き,名,黃色
159,聞く，聴く,きく,7,き,他五,聽；聽說；聽從；遂願；問、詢問；聞（味）、品（嘗）
160,汽車,きしゃ,7,き,名,火車
161,季節,きせつ,7,き,名,季節
162,北,きた,7,き,名,北、北方、北面
163,切手,きって,7,き,名,郵票
164,切符,きっぷ,7,き,名,票、券
165,昨日,きのう,7,き,名,昨天；不久以前、過去
166,今日,きょう,7,き,名,今天
167,嫌い,きらい,7,き,形動，名,不喜歡；有點；（用否定式表示）不分
168,切る,きる,7,き,他五,切、剪；被刀劃受傷；解除關係；使中斷；限於；減少、降低；去掉水份等；改變方向；開
169,着る,きる,7,き,他上一,穿；背負
170,食う,くう,8,く,他五,生活；蟲咬；緊逼對方；侵入對方的勢力範圍；打倒強手；費時、費錢；上年紀；遭到
171,草,くさ,8,く,名，接頭,草、飼草；非正式
172,薬,くすり,8,く,名,藥、益處
173,下さい,ください,8,く,連,請給我……；請幫我……
174,果物,くだもの,8,く,名,水果
175,口,くち,8,く,名,人或是動物的嘴；像嘴一樣張開的部分；語言、說法；傳聞；味覺；撫養的人數；（工作等
176,靴,くつ,8,く,名,鞋
177,国,くに,8,く,名,國家；地方；故鄉
178,首,くび,8,く,名,頸部；生命；免職、解雇
179,雲,くも,8,く,名,雲；模糊
180,暗い,くらい,8,く,形,昏暗；顏色不明朗；心情沉重；不熟悉、生疏；不光彩的
181,来る,くる,8,く,力変,來；來訪；季節、時間到來；送到；引進；來源於；起因；變成某種狀態
182,車,くるま,8,く,名,車輪；汽車、馬車
183,黒,くろ,8,く,名,黑色；值得懷疑
184,黒い,くろい,8,く,形,黑的；臉色黑；被弄髒；陰暗；心地骯髒；有犯罪嫌疑；不吉祥的
185,消す,けす,9,け,他五,滅火；關（燈、煤氣等）；刪除；包蓋、吸收；消滅；殺死
186,元気,げんき,50,げ,名，形動,有活力；健康
187,公園,こうえん,10,こ,名,公園
188,声,こえ,10,こ,名,人或是動物所發出的聲音；語言；意見；跡象
189,此処,ここ,10,こ,代,這裡；最近；這時；目前的階段、範圍；這點
190,午後,ごご,51,ご,名,午後、下午
191,心,こころ,10,こ,名,精神；想法；心情、感覺；體貼心；真心；愛情；意義
192,答える,こたえる,10,こ,他下一,回答；解答
193,事,こと,10,こ,名,事情；理由；工作；內容
194,今年,ことし,10,こ,名,今年
195,子供,こども,10,こ,名,自己的兒女；年幼者
196,この,この,10,こ,連体,這、這個；這件（事）
197,ご飯,ごはん,51,ご,名,飯
198,此れ，是,これ,10,こ,代，感,此、這；現在；這人（用於家人或下屬）
199,怖い,こわい,10,こ,形,恐懼、恐怖、可怕、嚇人
200,今日,こんにち,10,こ,名,今天；當代、現代
201,今晩,こんばん,10,こ,名,今晚、今夜
202,探す，捜す,さがす,11,さ,他五,追蹤；物色；尋找
203,魚,さかな,11,さ,名,魚
204,先,さき,11,さ,名,尖端、末梢、前頭；先、早；將來；以前；事前、事先；目的地；剩餘、繼續；對象、對方
205,酒,さけ,11,さ,名,酒
206,砂糖,さとう,11,さ,名,白砂糖
207,寒い,さむい,11,さ,形,寒冷；膽怯、心虛；簡陋的
208,さよなら,さよなら,11,さ,感,再見
209,皿,さら,11,さ,名，接尾,盤子；碟狀物；（做數量詞用）碟、盤
210,さん,さん,11,さ,接尾,用在人名、職務後表示尊敬
211,塩,しお,12,し,名,食鹽
212,時間,じかん,53,じ,名,小時；時間、光陰；時刻
213,下,した,12,し,名,下部、下放；樓下；內側；年紀小；（程度、地位等）低；剛……之後
214,知る,しる,12,し,他五,知道；注意到、醒悟；分辨、區分；理解內容；感到；預見、預知；體驗；相識；相關、介
215,白,しろ,12,し,名,白色；潔白（無罪）
216,白い,しろい,12,し,形,白
217,好き,すき,13,す,形動,喜愛的；隨心所欲
218,直ぐ,すぐ,13,す,副,馬上；不久；（距離）很近；容易、輕易
219,少し,すこし,13,す,副,少量、少數；一點點；稍微；一會兒
220,住む,すむ,13,す,自五,居住
221,する,する,13,す,サ変,做、幹；表示人的感覺；表示某種狀態；處於某種狀態；值（多少錢）、要；戴、佩
222,座る，坐る,すわる,13,す,自五,坐；就任
223,先生,せんせい,14,せ,名,老師；對醫生、律師、政治家的敬稱
224,其処,そこ　,15,そ,代,指距對方較近的場所、那兒；那一點
225,そして,そして,15,そ,接続,然後、於是
226,外,そと,15,そ,名,外面；戶外；外邊、外面；外部；外表、臉上
227,其の,その,15,そ,連体,那、那個；那時、那件事
228,空,そら,15,そ,名,天、空中；天氣；心情；謊言、假話；背誦
229,それ,それ,15,そ,代,那個；那件事；那時
230,高い,たかい,16,た,形,高；在上面、在上空；聲音的頻率高；工資、費用、價格高；地位高；評價高、聲譽高；儀
231,立つ,たつ,16,た,自五,豎立；站起來；刺、紮；冒起、升起；門關著；決定、定下；開設；成立；保持、保住；被
232,楽しい,たのしい,16,た,形,快樂、愉快
233,食べる,たべる,16,た,他下一,吃；生活、生計
234,誰,だれ,57,だ,代,誰
235,小さい,ちいさい,17,ち,形,（體積、面積、身長等）小；（數量、程度）微少、小、低；（年齡）幼小；瑣碎、細小；
236,小さな,ちいさな,17,ち,連体,小、微小
237,近い,ちかい,17,ち,形,近、靠近；最近、近日；親近；親密；近似於
238,違う,ちがう,17,ち,自五,不同、不符合；錯誤；不正常
239,力,ちから,17,ち,名,體力；力、重力、尹力、壓力；能力、實力；得力於……；效用、功效；權力、影響力；暴
240,父,ちち,17,ち,名,父親；創始者
241,ちょっと,ちょっと,17,ち,副,一會兒、一下；順便；相當、頗為；喂；一時（難以）、（不大）容易
242,一日,ついたち,18,つ,名,一號、一日
243,使う,つかう,18,つ,他五,使用、利用工具；雇傭；使用語言；使用手段；做某事
244,月,つき,18,つ,名,月球；月
245,次,つぎ,18,つ,名,下次、下回；隔壁、鄰室
246,着く,つく,18,つ,自五,到達；觸及
247,机,つくえ,18,つ,名,書桌
248,作る,つくる,18,つ,他五,製作、加工；栽培；耕種；制定；創作；排成、形成；設立；創下紀錄等；抽空；交朋友、
249,土,つち,18,つ,名,土壤、泥土；地面、土地
250,冷たい,つめたい,18,つ,形,寒冷；冷淡、冷漠
251,強い,つよい,18,つ,形,強、強大；健康、結實；堅強、剛強；對……有抵抗力；棒、過硬；嚴格、強硬；牢固、緊
252,手,て,19,て,名,手；把手；動物的前腳；人手；手段、計略、策略；象棋等的走法；筆跡；種類；方向；手
253,出来る,できる,60,で,自上一,做好、做完；製作、製造；出產；形成、出現；天生的；設立、成立；可能；好、不錯；有
254,でも,でも,60,で,接続,但是、可是、不過
255,出る,でる,60,で,自下一,外出；邁出；出發、離去；出現；突出、露出；流出；出席；接電話；到達；超過；出版、
256,天気,てんき,19,て,名,天氣；晴天；心情
257,電話,でんわ,60,で,名，サ変,電話（機）；（打）電話
258,どう,どう,61,ど,副,怎麼樣、怎麼、如何
259,どうして,どうして,61,ど,副，感,怎樣；為什麼；哪裡
260,どうぞ,どうぞ,61,ど,副,設法；請；請吧
261,どうも,どうも,61,ど,副,怎麼也；總覺得；實在；（用來打招呼或表示）感謝、歉意
262,遠い,とおい,20,と,形,（距離）遠；（時間）長；關係疏遠；遲鈍、不敏銳；相差懸殊
263,時,とき,20,と,名,時間；時辰；時候；時代；季節；當時的；好時機；場合
264,時計,とけい,20,と,名,鐘錶
265,何処,どこ,61,ど,代,哪兒
266,所，処,ところ,20,と,名,地點；地區；住處；餘地；部分；之處；正……的時候；內容、範圍
267,年,とし,20,と,名,年；年齡
268,とても,とても,20,と,副,怎麼也；極其
269,止まる,とどまる,20,と,自五,止於、限於
270,止める,とどめる,20,と,他下一,止住、停止；限於（某種程度）
271,どの,どの,61,ど,連体,哪個
272,止まる,とまる,20,と,自五,原地不動；中止；（鳥、飛蟲等）落於某處休息、棲在
273,止める,とめる,20,と,他下一,使……停下；堵住；制止、禁止
274,友達,ともだち,20,と,名,友人、朋友
275,取る,とる,20,と,他五,拿、握、攥；除掉、去掉；奪取、偷盜；掌權；掌管天下；獲得；拿取（食物）、進行（睡
276,名,な,21,な,名,名稱、名字；名聲、聲譽；名義、名目
277,無い，亡い,ない,21,な,形,無、沒有；死去
278,ない,ない,21,な,補助動词,不、沒有
279,中,なか,21,な,名,內部、裡面；（事物）進行中；（順序）中等、中級
280,長い，永い,ながい,21,な,形,距離遠的、長的；（時間）長；永別；耐性好
281,泣く,なく,21,な,自五,啼哭、哭泣；感覺為難、吃苦頭、懊悔；忍痛降價
282,何故,なぜ,21,な,副,為什麼、何故
283,夏,なつ,21,な,名,夏天
284,何,なに,21,な,代，副，感,什麼；那、那個任何；（用以否定對方的話）哪裡、沒什麼；表示意想不到、驚愕
285,名前,なまえ,21,な,名,姓名、名字；（事物的）名稱
286,習う,ならう,21,な,他五,學習、練習
287,成る，生る,なる,21,な,自五,結果實；成為、到達；變成……狀態；變得……；到（某時刻、某個數量）；起作用；（お
288,肉,にく,22,に,名,（人的）肌肉；肉類；果肉；肉體；（肌肉或者物體的）厚度；印泥
289,西,にし,22,に,名,西風；（佛）西天、淨土；西歐各國
290,日本,にほん,22,に,名,日本
291,猫,ねこ,24,ね,名,貓；藝妓
292,眠い,ねむい,24,ね,形,想睡的
293,眠る,ねむる,24,ね,自五,睡；長眠、死；埋藏、放置、不被利用
294,寝る,ねる,24,ね,自下一,躺下；睡覺；因病臥床；積壓
295,上る,のぼる,25,の,自五,向上移動；溯流航行；就高位；從地方向首府移動；達到、高達；被提起
296,飲む，呑む,のむ,25,の,他五,喝、喝酒；抽、吸；接受；壓倒、勝過；隱匿、隱藏
297,乗る,のる,25,の,自五,乘、坐、騎；登上；和著、附和；乘勢、乘機；上當、受騙；附著、上膘
298,歯,は,26,は,名,牙齒；齒狀物、器物的齒
299,入る,はいる,26,は,自五,進入；移動；縮入、太陽落山等；入學、進公司；裝進、容納；進入（某種狀態、時期）；
300,穿く，履く,はく,26,は,他五,穿（鞋、襪等）
301,箱,はこ,26,は,名,箱子；（電車、火車）車廂
302,箸,はし,26,は,名,筷子
303,始まる,はじまる,26,は,自五,開始；開始（老一套行為）；（後接否定表示）無用、白費勁
304,始め，初め,はじめ,26,は,名,最初；起初；以……為首
305,始める,はじめる,26,は,他下一,開始；開始（老一套的行為）；開始做……
306,場所,ばしょ,62,ば,名,場所、地方；所占的位置；相撲賽季
307,走る,はしる,26,は,自五,跑；行駛、賓士、運行；逃亡；傾向於（不好的方向）；（文筆）流暢；伸展；突然出現
308,二十，二十歳,はたち,26,は,名,二十歲
309,働く,はたらく,26,は,自他五,勞動、工作；作用；幹壞事
310,二十日,はつか,26,は,名,二十號；二十天
311,花,はな,26,は,名,花；櫻花；花道；黃金時代；最好的；精華
312,鼻,はな,26,は,名,鼻子；鼻涕
313,話,はなし,26,は,名,談話、話題；商量、商談；故事；傳言、謠傳；道理；事情
314,話す,はなす,26,は,他五,說、講；商量、商談；說（外語等）
315,母,はは,26,は,名,母親；事物產生的根源、母
316,速い,はやい,26,は,形,快、迅速
317,早い,はやい,26,は,形,早；為時尚早、還不到時候；時間短、快
318,腹,はら,26,は,名,腹、肚子；鼓出的部分；內心、想法；度量
319,春,はる,26,は,名,春天；明年；最盛期；青春期
320,火，灯,ひ,27,ひ,名,火、火焰；燈火、燈光
321,日,ひ,27,ひ,名,太陽；白晝、白天；一晝夜；（特定的）一天、日子；時期、時代；日期、期限；時候
322,東,ひがし,27,ひ,名,東
323,引く,ひく,27,ひ,他自五,拉、拽；拔出、抽（簽）；收回、縮回；搭拉、拖；引導、領；消減、扣除；引進、安裝（
324,低い,ひくい,27,ひ,形,低、矮；低賤；低微
325,左,ひだり,27,ひ,名,左翼
326,人,ひと,27,ひ,名,人、人類；個人；成人；人品；他人；人手
327,一つ,ひとつ,27,ひ,名，副,一個、一歲；表示強調；一體、一樣；一方面；試一試、稍微；請
328,一人，独り,ひとり,27,ひ,名，副,一個人；獨身；獨自；（後接否定）僅僅、只是
329,百,ひゃく,27,ひ,名,一百；許多；百歲
330,開く,ひらく,27,ひ,自他五,開啟、敞開；打開；（割る）（砕く）等詞的避諱說法；（數學）開方；開始；開；開花；
331,昼,ひる,27,ひ,名,白天、白晝；中午、正午；午飯
332,服,ふく,28,ふ,名,衣服
333,袋,ふくろ,28,ふ,名,口袋；水果的內皮
334,豚,ぶた,64,ぶ,名,豬
335,二つ,ふたつ,28,ふ,名,二、兩個；第二；兩歲
336,太い,ふとい,28,ふ,形,粗、胖、肥；（聲音）粗；臉皮厚、厚顏無恥
337,船，舟,ふね,28,ふ,名,船；槽、盆
338,冬,ふゆ,28,ふ,名,冬
339,古い,ふるい,28,ふ,形,舊、老、不新鮮；陳舊、過時
340,部屋,へや,29,へ,名,房間；（相撲）師傅訓練徒弟的地方；宮中仕女的房間
341,勉強,べんきょう,65,べ,名，サ変,學習；賤賣、便宜
342,外，他,ほか,30,ほ,名，助,其他地方或方位；其他人、事、物等；在……之外；只有
343,星,ほし,30,ほ,名,星星；斑點；星號；運勢；得分；目標；嫌疑犯
344,欲しい,ほしい,30,ほ,形,希望得到；希望、要求
345,本,ほん,30,ほ,名,書、書籍
346,本当,ほんとう,30,ほ,名，形動,真正、真實；本來；的確、相當
347,毎,まい,31,ま,接頭,每
348,前,まえ,31,ま,名,正前方；前面；正面；面前；以前、從前；在……之前；（順序）前面；相當於、等於
349,街，町,まち,31,ま,名,城鎮；街道
350,待つ,まつ,31,ま,他五,等待；期待、指望
351,窓,まど,31,ま,名,窗戶
352,丸い，円い,まるい,31,ま,形,圓形的、球形的；彎曲；圓滑、圓滿
353,見える,みえる,32,み,自下一,看得見；顯出、顯得；（敬）光臨；看樣子好象、似乎
354,右,みぎ,32,み,名,右；以上、前文；右傾；強的一方
355,水,みず,32,み,名,水；洪水；（相撲）比賽暫停
356,店,みせ,32,み,名,店
357,道,みち,32,み,名,道路；路程；道理；方法；領域；過程
358,皆,みな,32,み,名,各位、全體；都、全
359,南,みなみ,32,み,名,南
360,耳,みみ,32,み,名,耳朵；聽力；（麵包、布、紙等的）邊緣
361,都,みやこ,32,み,名,首都；具有某種特點的城市
362,見る,みる,32,み,他上一,看；判斷；經歷；吃虧、上當；觀察；照料；試試看；一見；既然；一看
363,皆,みんな,32,み,名，副,各位、都
364,昔,むかし,33,む,名,從前；（已過去的）十來年時間
365,虫,むし,33,む,名,蟲；熱衷於某一事物、入迷的人；怒氣、氣憤、鬱悶；小孩生病、發脾氣鬧人；對好哭、軟
366,難しい,むずかしい,33,む,形,困難、難解決；繁瑣；不高興；好挑剔的、不易相處的
367,息子,むすこ,33,む,名,兒子；浪蕩子
368,娘,むすめ,33,む,名,女兒；姑娘
369,村,むら,33,む,名,村、村莊；鄉村
370,目，眼,め,34,め,名，接尾,眼；視力；眼光、看法；經驗；（形狀、位置等）與眼相似；（網）眼、孔、格；第；相接
371,持つ,もつ,35,も,自他五,持、拿；攜帶；擁有；具有；懷有、抱有；承擔；擔負；支持、維持
372,もっと,もっと,35,も,副,更、更加
373,物,もの,35,も,名,物體、物品、東西；所有物、所持物；食物；品質、材料；反之任何事物、凡事；文章
374,森,もり,35,も,名,森林、樹林
375,安い,やすい,36,や,形,便宜、低廉、賤
376,休み,やすみ,36,や,名,休息；睡覺；休假；缺席、缺勤、請假；中斷
377,休む,やすむ,36,や,自他五,休息；睡覺；曠工、曠課、缺席、休假、請假；停歇、暫停
378,山,やま,36,や,名,山嶽、小山；礦山；成堆、堆積如山；凸出的部分；成堆；最高峰、最高潮；押寶、投機
379,雪,ゆき,37,ゆ,名,雪；潔白、雪白
380,行く,ゆく,37,ゆ,自五,去、往；送到；經過、離開；上學；長大；進展；進行
381,指,ゆび,37,ゆ,名,手指、指頭
382,世,よ,38,よ,名,世上、世間；人生；佛教中的過去、現在、未來三世；時勢；時代
383,良い,よい,38,よ,形,好、優秀；美麗；恰好、適當；有益；令人滿意；完成、充分；幸運；方便、沒關係；關係
384,ようこそ,ようこそ,38,よ,感,歡迎、熱烈歡迎
385,よく,よく,38,よ,副,充分、完全；做得好；太好了、真好；經常；居然、難為；竟敢
386,横,よこ,38,よ,名,橫、寬；橫向；旁邊；橫線
387,呼ぶ,よぶ,38,よ,他五,呼喊；叫來；邀請；稱呼、叫；引起；招致
388,読む,よむ,38,よ,他五,讀、念、誦；閱讀、理解；解毒；瞭解；觀察、揣摩；點數；考慮棋的著數
389,より,より,38,よ,格助，副,出發點、起點；時間的起點；比較的基準；以外；更加；由於
390,夜,よる,38,よ,名,夜間、晚上
391,弱い,よわい,38,よ,形,軟弱、虛弱；脆弱、易壞的；微弱；不擅長、經不住
392,若い,わかい,44,わ,形,年輕；有活力的；幼稚、未成熟；（數字、號碼）小
393,分かる，判る,わかる,44,わ,自五,理解、洞察；明白、發現；知道、認知、判斷；判明；懂事
394,私,わたくし,44,わ,名，代,自己、我；私人
395,私,わたし,44,わ,代,我
396,笑う,わらう,44,わ,自他五,笑、微笑；嘲諷；花開、開綻
397,悪い,わるい,44,わ,形,壞、不好、惡；錯誤、不對；惡劣、不利；不正常的；不愉快、不舒暢；有害、不利；身體
399,人,ひと,1,ひ,人,人
400,友達,ともだち,1,と,人,朋友
401,先生,せんせい,1,せ,人,老師（敬稱）
402,学生,がくせい,1,が,人,學生
403,留学生,りゅうがくせい,1,り,人,留學生
404,日本人,にほんじん,1,に,人,日本人
405,外国人,がいこくじん,1,が,人,外國人
406,子供,こども,1,こ,人,小孩
407,大人,おとな,1,お,人,大人
408,男の人,おとこのひと,1,お,人,男人
409,女の人,おんなのひと,1,お,人,女人
410,男の子,おとこのこ,1,お,人,男孩
411,女の子,おんなのこ,1,お,人,女孩
412,家族,かぞく,1,か,人,家人、家庭
413,両親,りょうしん,1,り,人,雙親
414,父,ちち,1,ち,人,（我的）父親
415,母,はは,1,は,人,（我的）母親
416,兄,あに,1,あ,人,（我的）哥哥
417,姉,あね,1,あ,人,（我的）姐姐
418,弟,おとうと,1,お,人,（我的）弟弟
419,妹,いもうと,1,い,人,（我的）妹妹
420,お父さん,おとうさん,1,お,人,（別人的）父親
421,お母さん,おかあさん,1,お,人,（別人的）母親
422,お兄さん,おにいさん,1,お,人,（別人的）哥哥
423,お姉さん,おねえさん,1,お,人,（別人的）姐姐
